Generation,Performance_p_m_0.1,Diversity_p_m_0.1,Performance_p_m_0.25,Diversity_p_m_0.25,Performance_p_m_0.5,Diversity_p_m_0.5,Performance_p_m_0.75,Diversity_p_m_0.75,Performance_p_m_0.9,Diversity_p_m_0.9
63,61.02435182092508,1.9015218996994656,61.033839160681005,2.8729378104222154,60.89712997381606,1.9224441046529421,59.90851082715783,3.5189261622501538,59.428110751180085,3.3507762229433786
64,61.10228284057193,1.8120761276415314,61.08609308073349,2.6592724828924466,60.89477097043103,1.9003519944102487,60.1446952434174,3.095915886280215,59.47987435752855,3.2503121670376003
65,61.18152860376185,1.604616761321181,61.188036536440464,2.3243561045481953,60.93665115560131,1.8078090332943646,59.996306943313925,3.228581575875893,59.406436114216014,3.240528699218514
66,61.209968854364995,1.6013226499742688,61.107959824364315,2.3368099196178806,61.019120992899204,1.7106314475575657,59.881322557138255,3.243942612525835,59.615057530903364,2.9083557233497572
67,61.20192822533344,1.5539288654055217,61.16435961011031,2.1942174227559477,61.003913574332906,1.7023079749161607,59.881566035501955,3.1722425851142315,59.61902148546537,2.904374769581897
68,61.24459681767822,1.5145290187429528,61.25312359222649,1.8702746378264214,61.095723488858084,1.3599577791799178,60.01498891796868,3.038069267781981,59.54080970524311,2.87286832182982
69,61.23689099574333,1.5323155608948031,61.274957491084805,1.851429529670899,61.1417861355939,1.2313197950772656,59.98788244072729,2.9932544584487926,59.6058995040967,2.8263250894505423
70,61.26140018900642,1.5192690560818598,61.292589158404425,1.6882264045854891,61.192745618564665,1.1869397733469609,59.97932269321923,2.9092858846746936,59.58356636923389,2.8125545033839465
71,61.29578160897672,1.5170487631041827,61.31628527248717,1.6204580340867187,61.17356098328272,1.1882093046614057,60.082518089368605,2.852756503070436,59.66935374069397,2.70029573108993
72,61.35303821757508,1.2761793112584008,61.349918659375994,1.557113575062927,61.19300669907892,1.1702692311322214,60.19468652445418,2.775575187465133,59.81623200322776,2.608663708612184
73,61.38607532264008,1.2205107439757696,61.38848194033196,1.5417723097942695,61.261026973007525,1.0403975638855192,60.09702131636571,2.763494065767833,59.89651430279573,2.569002894275904
74,61.40164065798998,1.2274351983499736,61.385530322449576,1.4935675916055484,61.23596513514854,1.0620551411731565,60.09028247525437,2.5789513448054606,59.96963399445987,2.428980738942965
75,61.408544463649655,1.0630963071149517,61.411946302442146,1.4421204560794372,61.26566193057093,1.0414072485023869,60.094267560614405,2.5442029156937074,60.059095613748795,2.415821275595021
76,61.43892893123957,1.0538805710407557,61.44294650585218,1.364747012702365,61.21629646092183,0.9155974086684209,60.129580202233115,2.4269460971462746,60.06402478554234,2.348651635511628
77,61.460192147296475,1.06296412704307,61.493637897359335,1.3073929740564854,61.19891314226102,0.951176737713688,60.22440180599978,2.3722612014885383,60.087903991271205,2.3214865256570025
78,61.48219640816986,1.0852827154476123,61.51308541131457,1.3005399004634046,61.186111565981136,0.9448320597720423,60.37863570462441,2.178730387929883,60.04755538177805,2.3134881380935917
